drug1.conc,drug2.conc,drug3.conc,drug4.conc,E
1,0.2236,20,4.472,0.06448
1,0.2236,20,20,0.04504
4.472,0.2236,0,0,0.413
4.472,0.2236,0,0.05,0.4061
4.472,0.2236,0,0.2236,0.3206
4.472,0.2236,0,1,0.2832
4.472,0.2236,0,4.472,0.1445
4.472,0.2236,0,20,0.0904
4.472,0.2236,0.05,0,0.4838
4.472,0.2236,0.05,0.05,0.448
4.472,0.2236,0.05,0.2236,0.3612
4.472,0.2236,0.05,1,0.2606
4.472,0.2236,0.05,4.472,0.1551
4.472,0.2236,0.05,20,0.1026
4.472,0.2236,0.2236,0,0.4496
4.472,0.2236,0.2236,0.05,0.4314
4.472,0.2236,0.2236,0.2236,0.415
4.472,0.2236,0.2236,1,0.2501
4.472,0.2236,0.2236,4.472,0.1491
4.472,0.2236,0.2236,20,0.09602
4.472,0.2236,1,0,0.2871
4.472,0.2236,1,0.05,0.2738
4.472,0.2236,1,0.2236,0.2722
4.472,0.2236,1,1,0.1858
4.472,0.2236,1,4.472,0.08971
4.472,0.2236,1,20,0.07795
4.472,0.2236,4.472,0,0.1367
4.472,0.2236,4.472,0.05,0.131
4.472,0.2236,4.472,0.2236,0.1141
4.472,0.2236,4.472,1,0.07683
4.472,0.2236,4.472,4.472,0.05007
4.472,0.2236,4.472,20,0.03101
4.472,0.2236,20,0,0.1374
4.472,0.2236,20,0.05,0.1261
4.472,0.2236,20,0.2236,0.1038
4.472,0.2236,20,1,0.07982
4.472,0.2236,20,4.472,0.04208
4.472,0.2236,20,20,0.03168
20,0.2236,0,0,0.4328
20,0.2236,0,0.05,0.3875
20,0.2236,0,0.2236,0.3385
20,0.2236,0,1,0.237
20,0.2236,0,4.472,0.1485
20,0.2236,0,20,0.0982
20,0.2236,0.05,0,0.4469
20,0.2236,0.05,0.05,0.4138
20,0.2236,0.05,0.2236,0.3694
20,0.2236,0.05,1,0.262
20,0.2236,0.05,4.472,0.1422
20,0.2236,0.05,20,0.0994
20,0.2236,0.2236,0,0.3977
20,0.2236,0.2236,0.05,0.3673
20,0.2236,0.2236,0.2236,0.3222
20,0.2236,0.2236,1,0.2624
20,0.2236,0.2236,4.472,0.1503
20,0.2236,0.2236,20,0.09782
20,0.2236,1,0,0.2944
20,0.2236,1,0.05,0.2572
20,0.2236,1,0.2236,0.2138
20,0.2236,1,1,0.1555
20,0.2236,1,4.472,0.1054
20,0.2236,1,20,0.06212
20,0.2236,4.472,0,0.1415
20,0.2236,4.472,0.05,0.1183
20,0.2236,4.472,0.2236,0.1023
20,0.2236,4.472,1,0.07723
20,0.2236,4.472,4.472,0.04318
20,0.2236,4.472,20,0.03446
20,0.2236,20,0,0.124
20,0.2236,20,0.05,0.1333
20,0.2236,20,0.2236,0.108
20,0.2236,20,1,0.08257
20,0.2236,20,4.472,0.03909
20,0.2236,20,20,0.03037
0,1,0,0,0.729
0,1,0,0.05,0.7613
0,1,0,0.2236,0.6641
0,1,0,1,0.4306
0,1,0,4.472,0.277
0,1,0,20,0.189
0,1,0.05,0,0.7004
0,1,0.05,0.05,0.7088
0,1,0.05,0.2236,0.6933
0,1,0.05,1,0.4727
0,1,0.05,4.472,0.2562
0,1,0.05,20,0.1788
0,1,0.2236,0,0.7204
0,1,0.2236,0.05,0.7305
0,1,0.2236,0.2236,0.6433
0,1,0.2236,1,0.4662
0,1,0.2236,4.472,0.2821
0,1,0.2236,20,0.1737
0,1,1,0,0.5168
0,1,1,0.05,0.4865
0,1,1,0.2236,0.46
0,1,1,1,0.2832
0,1,1,4.472,0.1484
0,1,1,20,0.1079
0,1,4.472,0,0.225
0,1,4.472,0.05,0.2193
0,1,4.472,0.2236,0.1967
0,1,4.472,1,0.1388
0,1,4.472,4.472,0.07847
0,1,4.472,20,0.05818
0,1,20,0,0.2292
0,1,20,0.05,0.2029
0,1,20,0.2236,0.1871
0,1,20,1,0.1453
0,1,20,4.472,0.07988
0,1,20,20,0.0575
0.05,1,0,0,0.7445
0.05,1,0,0.05,0.736
0.05,1,0,0.2236,0.6736
0.05,1,0,1,0.4452
0.05,1,0,4.472,0.2614
0.05,1,0,20,0.185
0.05,1,0.05,0,0.7721
0.05,1,0.05,0.05,0.672
0.05,1,0.05,0.2236,0.6172
0.05,1,0.05,1,0.5055
0.05,1,0.05,4.472,0.24
0.05,1,0.05,20,0.1845
0.05,1,0.2236,0,0.7007
0.05,1,0.2236,0.05,0.7602
0.05,1,0.2236,0.2236,0.6485
0.05,1,0.2236,1,0.4381
0.05,1,0.2236,4.472,0.269
0.05,1,0.2236,20,0.1821
0.05,1,1,0,0.5289
0.05,1,1,0.05,0.4839
0.05,1,1,0.2236,0.4195
0.05,1,1,1,0.3211
0.05,1,1,4.472,0.1687
0.05,1,1,20,0.1229
0.05,1,4.472,0,0.2441
0.05,1,4.472,0.05,0.226
0.05,1,4.472,0.2236,0.2061
0.05,1,4.472,1,0.1287
0.05,1,4.472,4.472,0.08568
0.05,1,4.472,20,0.05808
0.05,1,20,0,0.2104
0.05,1,20,0.05,0.2074
0.05,1,20,0.2236,0.194
0.05,1,20,1,0.1301
0.05,1,20,4.472,0.06992
0.05,1,20,20,0.05277
0.2236,1,0,0,0.6593
0.2236,1,0,0.05,0.7265
0.2236,1,0,0.2236,0.6174
0.2236,1,0,1,0.4137
0.2236,1,0,4.472,0.2481
0.2236,1,0,20,0.166
0.2236,1,0.05,0,0.7509
0.2236,1,0.05,0.05,0.6481
0.2236,1,0.05,0.2236,0.6137
0.2236,1,0.05,1,0.4383
0.2236,1,0.05,4.472,0.2327
0.2236,1,0.05,20,0.1752
0.2236,1,0.2236,0,0.7266
0.2236,1,0.2236,0.05,0.6435
0.2236,1,0.2236,0.2236,0.599
0.2236,1,0.2236,1,0.4422
0.2236,1,0.2236,4.472,0.2553
0.2236,1,0.2236,20,0.1615
0.2236,1,1,0,0.4584
0.2236,1,1,0.05,0.5274
0.2236,1,1,0.2236,0.3906
0.2236,1,1,1,0.2829
0.2236,1,1,4.472,0.1653
0.2236,1,1,20,0.1194
0.2236,1,4.472,0,0.2308
0.2236,1,4.472,0.05,0.2292
0.2236,1,4.472,0.2236,0.193
0.2236,1,4.472,1,0.1371
0.2236,1,4.472,4.472,0.08009
0.2236,1,4.472,20,0.05415
0.2236,1,20,0,0.2268
0.2236,1,20,0.05,0.1983
0.2236,1,20,0.2236,0.1818
0.2236,1,20,1,0.1218
0.2236,1,20,4.472,0.07945
0.2236,1,20,20,0.05158
1,1,0,0,0.5294
1,1,0,0.05,0.5691
1,1,0,0.2236,0.4728
1,1,0,1,0.314
1,1,0,4.472,0.1889
1,1,0,20,0.1366
1,1,0.05,0,0.5696
1,1,0.05,0.05,0.5159
1,1,0.05,0.2236,0.4195
1,1,0.05,1,0.3363
1,1,0.05,4.472,0.2189
1,1,0.05,20,0.1349
1,1,0.2236,0,0.5301
1,1,0.2236,0.05,0.5178
1,1,0.2236,0.2236,0.4405
1,1,0.2236,1,0.3254
1,1,0.2236,4.472,0.1915
1,1,0.2236,20,0.1218
1,1,1,0,0.3754
1,1,1,0.05,0.3589
1,1,1,0.2236,0.3421
1,1,1,1,0.2076
1,1,1,4.472,0.1317
1,1,1,20,0.08922
1,1,4.472,0,0.1718
1,1,4.472,0.05,0.1786
1,1,4.472,0.2236,0.1454
1,1,4.472,1,0.1041
1,1,4.472,4.472,0.05804
1,1,4.472,20,0.03898
1,1,20,0,0.1835
1,1,20,0.05,0.1563
1,1,20,0.2236,0.1365
1,1,20,1,0.09731
1,1,20,4.472,0.06032
1,1,20,20,0.04367
4.472,1,0,0,0.3961
4.472,1,0,0.05,0.3737
4.472,1,0,0.2236,0.3522
4.472,1,0,1,0.2423
4.472,1,0,4.472,0.1349
4.472,1,0,20,0.09451
4.472,1,0.05,0,0.4029
4.472,1,0.05,0.05,0.3915
4.472,1,0.05,0.2236,0.3394
4.472,1,0.05,1,0.2413
4.472,1,0.05,4.472,0.1394
4.472,1,0.05,20,0.1009
4.472,1,0.2236,0,0.3828
4.472,1,0.2236,0.05,0.3826
4.472,1,0.2236,0.2236,0.3249
4.472,1,0.2236,1,0.2231
4.472,1,0.2236,4.472,0.1387
4.472,1,0.2236,20,0.09195
4.472,1,1,0,0.2391
4.472,1,1,0.05,0.226
4.472,1,1,0.2236,0.2111
4.472,1,1,1,0.1671
4.472,1,1,4.472,0.08597
4.472,1,1,20,0.0581
4.472,1,4.472,0,0.1125
4.472,1,4.472,0.05,0.1188
4.472,1,4.472,0.2236,0.1081
4.472,1,4.472,1,0.07807
4.472,1,4.472,4.472,0.04059
4.472,1,4.472,20,0.03185
4.472,1,20,0,0.1189
4.472,1,20,0.05,0.1119
4.472,1,20,0.2236,0.09798
4.472,1,20,1,0.0654
4.472,1,20,4.472,0.04106
4.472,1,20,20,0.02961
20,1,0,0,0.3627
20,1,0,0.05,0.3467
20,1,0,0.2236,0.3568
20,1,0,1,0.2434
20,1,0,4.472,0.1313
20,1,0,20,0.09149
20,1,0.05,0,0.3832
20,1,0.05,0.05,0.3546
20,1,0.05,0.2236,0.3402
20,1,0.05,1,0.2374
20,1,0.05,4.472,0.1231
20,1,0.05,20,0.08612
20,1,0.2236,0,0.3632
20,1,0.2236,0.05,0.3744
20,1,0.2236,0.2236,0.3301
20,1,0.2236,1,0.2301
20,1,0.2236,4.472,0.1111
20,1,0.2236,20,0.08848
20,1,1,0,0.2654
20,1,1,0.05,0.2311
20,1,1,0.2236,0.2079
20,1,1,1,0.1463
20,1,1,4.472,0.08084
20,1,1,20,0.06069
20,1,4.472,0,0.1084
20,1,4.472,0.05,0.1066
20,1,4.472,0.2236,0.09657
20,1,4.472,1,0.06668
20,1,4.472,4.472,0.04059
20,1,4.472,20,0.02752
20,1,20,0,0.1158
20,1,20,0.05,0.1088
20,1,20,0.2236,0.09059
20,1,20,1,0.07466
20,1,20,4.472,0.04157
20,1,20,20,0.02744
0,4.472,0,0,0.6759
0,4.472,0,0.05,0.6798
0,4.472,0,0.2236,0.5505
0,4.472,0,1,0.3808
0,4.472,0,4.472,0.2451
0,4.472,0,20,0.1601
0,4.472,0.05,0,0.6869
0,4.472,0.05,0.05,0.6408
0,4.472,0.05,0.2236,0.535
0,4.472,0.05,1,0.4305
0,4.472,0.05,4.472,0.2364
0,4.472,0.05,20,0.146
0,4.472,0.2236,0,0.6723
0,4.472,0.2236,0.05,0.6336
0,4.472,0.2236,0.2236,0.5278
0,4.472,0.2236,1,0.3647
0,4.472,0.2236,4.472,0.2339
0,4.472,0.2236,20,0.1518
0,4.472,1,0,0.4379
0,4.472,1,0.05,0.4554
0,4.472,1,0.2236,0.3591
0,4.472,1,1,0.2767
0,4.472,1,4.472,0.1546
0,4.472,1,20,0.0991
0,4.472,4.472,0,0.1976
0,4.472,4.472,0.05,0.2029
0,4.472,4.472,0.2236,0.1695
0,4.472,4.472,1,0.1267
0,4.472,4.472,4.472,0.07526
0,4.472,4.472,20,0.0503
0,4.472,20,0,0.1892
0,4.472,20,0.05,0.1944
0,4.472,20,0.2236,0.1659
0,4.472,20,1,0.1169
0,4.472,20,4.472,0.07465
0,4.472,20,20,0.04635
0.05,4.472,0,0,0.5997
0.05,4.472,0,0.05,0.663
0.05,4.472,0,0.2236,0.5813
0.05,4.472,0,1,0.3824
0.05,4.472,0,4.472,0.2188
0.05,4.472,0,20,0.1486
0.05,4.472,0.05,0,0.6288
0.05,4.472,0.05,0.05,0.6081
0.05,4.472,0.05,0.2236,0.524
0.05,4.472,0.05,1,0.4034
0.05,4.472,0.05,4.472,0.2136
0.05,4.472,0.05,20,0.149
0.05,4.472,0.2236,0,0.6186
0.05,4.472,0.2236,0.05,0.6594
0.05,4.472,0.2236,0.2236,0.5643
0.05,4.472,0.2236,1,0.4068
0.05,4.472,0.2236,4.472,0.2005
0.05,4.472,0.2236,20,0.1546
0.05,4.472,1,0,0.406
0.05,4.472,1,0.05,0.4276
0.05,4.472,1,0.2236,0.3496
0.05,4.472,1,1,0.2802
0.05,4.472,1,4.472,0.1566
0.05,4.472,1,20,0.09911
0.05,4.472,4.472,0,0.191
0.05,4.472,4.472,0.05,0.1908
0.05,4.472,4.472,0.2236,0.1844
0.05,4.472,4.472,1,0.1315
0.05,4.472,4.472,4.472,0.0752
0.05,4.472,4.472,20,0.04712
0.05,4.472,20,0,0.2022
0.05,4.472,20,0.05,0.1997
0.05,4.472,20,0.2236,0.159
0.05,4.472,20,1,0.1227
0.05,4.472,20,4.472,0.06749
0.05,4.472,20,20,0.04785
0.2236,4.472,0,0,0.6149
0.2236,4.472,0,0.05,0.6146
0.2236,4.472,0,0.2236,0.5605
0.2236,4.472,0,1,0.4008
0.2236,4.472,0,4.472,0.2279
0.2236,4.472,0,20,0.1575
0.2236,4.472,0.05,0,0.6094
0.2236,4.472,0.05,0.05,0.624
0.2236,4.472,0.05,0.2236,0.572
0.2236,4.472,0.05,1,0.384
0.2236,4.472,0.05,4.472,0.2
0.2236,4.472,0.05,20,0.141
0.2236,4.472,0.2236,0,0.6145
0.2236,4.472,0.2236,0.05,0.6609
0.2236,4.472,0.2236,0.2236,0.5548
0.2236,4.472,0.2236,1,0.3658
0.2236,4.472,0.2236,4.472,0.228
0.2236,4.472,0.2236,20,0.1448
0.2236,4.472,1,0,0.3865
0.2236,4.472,1,0.05,0.3824
0.2236,4.472,1,0.2236,0.3134
0.2236,4.472,1,1,0.2523
0.2236,4.472,1,4.472,0.1531
0.2236,4.472,1,20,0.08951
0.2236,4.472,4.472,0,0.2043
0.2236,4.472,4.472,0.05,0.1773
0.2236,4.472,4.472,0.2236,0.1661
0.2236,4.472,4.472,1,0.1187
0.2236,4.472,4.472,4.472,0.06483
0.2236,4.472,4.472,20,0.04406
0.2236,4.472,20,0,0.1872
0.2236,4.472,20,0.05,0.1915
0.2236,4.472,20,0.2236,0.1608
0.2236,4.472,20,1,0.1181
0.2236,4.472,20,4.472,0.05779
0.2236,4.472,20,20,0.04637
1,4.472,0,0,0.4808
1,4.472,0,0.05,0.4818
1,4.472,0,0.2236,0.3674
1,4.472,0,1,0.3535
1,4.472,0,4.472,0.1734
1,4.472,0,20,0.1133
1,4.472,0.05,0,0.5121
1,4.472,0.05,0.05,0.4247
1,4.472,0.05,0.2236,0.4019
1,4.472,0.05,1,0.2761
1,4.472,0.05,4.472,0.1687
1,4.472,0.05,20,0.1202
1,4.472,0.2236,0,0.5024
1,4.472,0.2236,0.05,0.4808
1,4.472,0.2236,0.2236,0.3874
1,4.472,0.2236,1,0.2863
1,4.472,0.2236,4.472,0.1706
1,4.472,0.2236,20,0.1122
1,4.472,1,0,0.3623
1,4.472,1,0.05,0.2939
1,4.472,1,0.2236,0.2831
1,4.472,1,1,0.1832
1,4.472,1,4.472,0.1069
1,4.472,1,20,0.0796
1,4.472,4.472,0,0.1513
1,4.472,4.472,0.05,0.1417
1,4.472,4.472,0.2236,0.1349
1,4.472,4.472,1,0.08005
1,4.472,4.472,4.472,0.05161
1,4.472,4.472,20,0.03433
1,4.472,20,0,0.1466
1,4.472,20,0.05,0.1489
1,4.472,20,0.2236,0.1316
1,4.472,20,1,0.08348
1,4.472,20,4.472,0.05327
1,4.472,20,20,0.0355
4.472,4.472,0,0,0.3564
4.472,4.472,0,0.05,0.3111
4.472,4.472,0,0.2236,0.2577
4.472,4.472,0,1,0.2087
4.472,4.472,0,4.472,0.1157
4.472,4.472,0,20,0.08263
4.472,4.472,0.05,0,0.334
4.472,4.472,0.05,0.05,0.3278
4.472,4.472,0.05,0.2236,0.2999
4.472,4.472,0.05,1,0.1934
4.472,4.472,0.05,4.472,0.1187
4.472,4.472,0.05,20,0.07999
4.472,4.472,0.2236,0,0.3631
4.472,4.472,0.2236,0.05,0.3538
4.472,4.472,0.2236,0.2236,0.2932
4.472,4.472,0.2236,1,0.1981
4.472,4.472,0.2236,4.472,0.1197
4.472,4.472,0.2236,20,0.08474
4.472,4.472,1,0,0.2185
4.472,4.472,1,0.05,0.1983
4.472,4.472,1,0.2236,0.2104
4.472,4.472,1,1,0.1461
4.472,4.472,1,4.472,0.08518
4.472,4.472,1,20,0.04909
4.472,4.472,4.472,0,0.1018
4.472,4.472,4.472,0.05,0.1017
4.472,4.472,4.472,0.2236,0.09551
4.472,4.472,4.472,1,0.06377
4.472,4.472,4.472,4.472,0.03727
4.472,4.472,4.472,20,0.02404
4.472,4.472,20,0,0.1036
4.472,4.472,20,0.05,0.09145
4.472,4.472,20,0.2236,0.09042
4.472,4.472,20,1,0.05997
4.472,4.472,20,4.472,0.03488
4.472,4.472,20,20,0.02684
20,4.472,0,0,0.3281
20,4.472,0,0.05,0.3047
20,4.472,0,0.2236,0.2777
20,4.472,0,1,0.2003
20,4.472,0,4.472,0.1109
20,4.472,0,20,0.07931
20,4.472,0.05,0,0.3248
20,4.472,0.05,0.05,0.3053
20,4.472,0.05,0.2236,0.2823
20,4.472,0.05,1,0.2089
20,4.472,0.05,4.472,0.1031
20,4.472,0.05,20,0.07342
20,4.472,0.2236,0,0.3459
20,4.472,0.2236,0.05,0.3162
20,4.472,0.2236,0.2236,0.2995
20,4.472,0.2236,1,0.211
20,4.472,0.2236,4.472,0.1126
20,4.472,0.2236,20,0.07916
20,4.472,1,0,0.1833
20,4.472,1,0.05,0.2255
20,4.472,1,0.2236,0.1834
20,4.472,1,1,0.1375
20,4.472,1,4.472,0.07624
20,4.472,1,20,0.04296
20,4.472,4.472,0,0.1052
20,4.472,4.472,0.05,0.09354
20,4.472,4.472,0.2236,0.08763
20,4.472,4.472,1,0.06227
20,4.472,4.472,4.472,0.03338
20,4.472,4.472,20,0.02366
20,4.472,20,0,0.1065
20,4.472,20,0.05,0.1018
20,4.472,20,0.2236,0.08634
20,4.472,20,1,0.06332
20,4.472,20,4.472,0.03518
20,4.472,20,20,0.02534
0,20,0,0,0.5901
0,20,0,0.05,0.5442
0,20,0,0.2236,0.5287
0,20,0,1,0.3147
0,20,0,4.472,0.2024
0,20,0,20,0.1408
0,20,0.05,0,0.5901
0,20,0.05,0.05,0.5633
0,20,0.05,0.2236,0.4968
0,20,0.05,1,0.3714
0,20,0.05,4.472,0.1899
0,20,0.05,20,0.1321
0,20,0.2236,0,0.5781
0,20,0.2236,0.05,0.5926
0,20,0.2236,0.2236,0.4868
0,20,0.2236,1,0.3492
0,20,0.2236,4.472,0.2177
0,20,0.2236,20,0.1465
0,20,1,0,0.366
0,20,1,0.05,0.3791
0,20,1,0.2236,0.3192
0,20,1,1,0.2384
0,20,1,4.472,0.1316
0,20,1,20,0.09744
0,20,4.472,0,0.2019
0,20,4.472,0.05,0.1864
0,20,4.472,0.2236,0.1455
0,20,4.472,1,0.097
0,20,4.472,4.472,0.06701
0,20,4.472,20,0.03947
0,20,20,0,0.1697
0,20,20,0.05,0.1594
0,20,20,0.2236,0.1687
0,20,20,1,0.1114
0,20,20,4.472,0.05476
0,20,20,20,0.04342
0.05,20,0,0,0.5836
0.05,20,0,0.05,0.5382
0.05,20,0,0.2236,0.5091
0.05,20,0,1,0.3461
0.05,20,0,4.472,0.204
0.05,20,0,20,0.1475
0.05,20,0.05,0,0.6268
0.05,20,0.05,0.05,0.556
0.05,20,0.05,0.2236,0.5289
0.05,20,0.05,1,0.3676
0.05,20,0.05,4.472,0.1804
0.05,20,0.05,20,0.135
0.05,20,0.2236,0,0.6035
0.05,20,0.2236,0.05,0.5795
0.05,20,0.2236,0.2236,0.5267
0.05,20,0.2236,1,0.3452
0.05,20,0.2236,4.472,0.21
0.05,20,0.2236,20,0.1439
0.05,20,1,0,0.4043
0.05,20,1,0.05,0.3288
0.05,20,1,0.2236,0.3367
0.05,20,1,1,0.2246
0.05,20,1,4.472,0.1316
0.05,20,1,20,0.09049
0.05,20,4.472,0,0.1796
0.05,20,4.472,0.05,0.1593
0.05,20,4.472,0.2236,0.1674
0.05,20,4.472,1,0.1077
0.05,20,4.472,4.472,0.06483
0.05,20,4.472,20,0.04557
0.05,20,20,0,0.1765
0.05,20,20,0.05,0.1776
0.05,20,20,0.2236,0.1465
0.05,20,20,1,0.1115
0.05,20,20,4.472,0.06807
0.05,20,20,20,0.04298
0.2236,20,0,0,0.6157
0.2236,20,0,0.05,0.5299
0.2236,20,0,0.2236,0.5117
0.2236,20,0,1,0.3591
0.2236,20,0,4.472,0.2061
0.2236,20,0,20,0.1411
0.2236,20,0.05,0,0.5894
0.2236,20,0.05,0.05,0.5183
0.2236,20,0.05,0.2236,0.5054
0.2236,20,0.05,1,0.3318
0.2236,20,0.05,4.472,0.2058
0.2236,20,0.05,20,0.1429
0.2236,20,0.2236,0,0.5371
0.2236,20,0.2236,0.05,0.548
0.2236,20,0.2236,0.2236,0.4514
0.2236,20,0.2236,1,0.34
0.2236,20,0.2236,4.472,0.188
0.2236,20,0.2236,20,0.1443
0.2236,20,1,0,0.398
0.2236,20,1,0.05,0.3316
0.2236,20,1,0.2236,0.3137
0.2236,20,1,1,0.2229
0.2236,20,1,4.472,0.137
0.2236,20,1,20,0.08353
0.2236,20,4.472,0,0.1807
0.2236,20,4.472,0.05,0.1843
0.2236,20,4.472,0.2236,0.1491
0.2236,20,4.472,1,0.112
0.2236,20,4.472,4.472,0.05921
0.2236,20,4.472,20,0.03883
0.2236,20,20,0,0.1804
0.2236,20,20,0.05,0.1646
0.2236,20,20,0.2236,0.1383
0.2236,20,20,1,0.1079
0.2236,20,20,4.472,0.05748
0.2236,20,20,20,0.03953
1,20,0,0,0.4546
1,20,0,0.05,0.4469
1,20,0,0.2236,0.363
1,20,0,1,0.2701
1,20,0,4.472,0.1521
1,20,0,20,0.1166
1,20,0.05,0,0.4464
1,20,0.05,0.05,0.4151
1,20,0.05,0.2236,0.3798
1,20,0.05,1,0.2967
1,20,0.05,4.472,0.1365
1,20,0.05,20,0.1092
1,20,0.2236,0,0.4343
1,20,0.2236,0.05,0.3981
1,20,0.2236,0.2236,0.3767
1,20,0.2236,1,0.2545
1,20,0.2236,4.472,0.1457
1,20,0.2236,20,0.1061
1,20,1,0,0.3193
1,20,1,0.05,0.2944
1,20,1,0.2236,0.2227
1,20,1,1,0.165
1,20,1,4.472,0.1036
1,20,1,20,0.06133
1,20,4.472,0,0.1306
1,20,4.472,0.05,0.1339
1,20,4.472,0.2236,0.1202
1,20,4.472,1,0.07952
1,20,4.472,4.472,0.0463
1,20,4.472,20,0.02969
1,20,20,0,0.1355
1,20,20,0.05,0.1276
1,20,20,0.2236,0.1184
1,20,20,1,0.07576
1,20,20,4.472,0.04238
1,20,20,20,0.03183
4.472,20,0,0,0.298
4.472,20,0,0.05,0.297
4.472,20,0,0.2236,0.2692
4.472,20,0,1,0.1763
4.472,20,0,4.472,0.1032
4.472,20,0,20,0.07108
4.472,20,0.05,0,0.2932
4.472,20,0.05,0.05,0.3073
4.472,20,0.05,0.2236,0.2793
4.472,20,0.05,1,0.1931
4.472,20,0.05,4.472,0.1068
4.472,20,0.05,20,0.07085
4.472,20,0.2236,0,0.2901
4.472,20,0.2236,0.05,0.3055
4.472,20,0.2236,0.2236,0.2658
4.472,20,0.2236,1,0.1793
4.472,20,0.2236,4.472,0.1037
4.472,20,0.2236,20,0.06859
4.472,20,1,0,0.2129
4.472,20,1,0.05,0.1986
4.472,20,1,0.2236,0.1674
4.472,20,1,1,0.1155
4.472,20,1,4.472,0.06333
4.472,20,1,20,0.04864
4.472,20,4.472,0,0.09155
4.472,20,4.472,0.05,0.08948
4.472,20,4.472,0.2236,0.0804
4.472,20,4.472,1,0.05929
4.472,20,4.472,4.472,0.03286
4.472,20,4.472,20,0.02266
4.472,20,20,0,0.08862
4.472,20,20,0.05,0.08798
4.472,20,20,0.2236,0.08265
4.472,20,20,1,0.05318
4.472,20,20,4.472,0.03265
4.472,20,20,20,0.02191
20,20,0,0,0.2835
20,20,0,0.05,0.2974
20,20,0,0.2236,0.2575
20,20,0,1,0.1999
20,20,0,4.472,0.1049
20,20,0,20,0.07446
20,20,0.05,0,0.302
20,20,0.05,0.05,0.3037
20,20,0.05,0.2236,0.2651
20,20,0.05,1,0.181
20,20,0.05,4.472,0.1031
20,20,0.05,20,0.06982
20,20,0.2236,0,0.3069
20,20,0.2236,0.05,0.2895
20,20,0.2236,0.2236,0.2493
20,20,0.2236,1,0.172
20,20,0.2236,4.472,0.09805
20,20,0.2236,20,0.07007
20,20,1,0,0.2171
20,20,1,0.05,0.1773
20,20,1,0.2236,0.183
20,20,1,1,0.1129
20,20,1,4.472,0.06999
20,20,1,20,0.05047
20,20,4.472,0,0.0907
20,20,4.472,0.05,0.08486
20,20,4.472,0.2236,0.08286
20,20,4.472,1,0.05358
20,20,4.472,4.472,0.03092
20,20,4.472,20,0.02186
20,20,20,0,0.08516
20,20,20,0.05,0.08696
20,20,20,0.2236,0.07451
20,20,20,1,0.0542
20,20,20,4.472,0.02931
20,20,20,20,0.02079
